B1_DESC;B1_DESC;Equivalencia;Cantidad;Cantidad Comprobantes;Cant Clientes;80/20;Meses Vendidos ;"Peso (Kg) 
(producto+empaque)";"Ancho (mm)
(producto+empaque)";"Largo(mm)
(producto+empaque)";"Alto(mm)
(producto+empaque)";Clasificacion CD
ROD1011SKF;BTH-1011 AB;160750;2;1;1;0,00%;1;1,4523;67;94;96;CD9
ROD20043SKF;VKBC 20043;160750;380;268;109;0,14%;36;1,4523;67;94;96;AB1
ROD20005SKF;VKBC 20005;160760;122;81;37;0,03%;31;1,0090;59;84;86;AB1
ROD1053SKF;BTH-1053 B;160770;2;2;2;0,00%;2;1,4730;67;94;96;CD2
ROD446451SKF2;BAFB 446451 ED;160780;1;1;1;0,00%;1;1,9410;71;134;136;CD9
ROD5397SKF;VKBA 5397;160800;3;5;3;0,01%;4;9,9650;193;193;148;BD2
ROD20031SKF;VKBC 20031;160820;191;123;58;0,02%;34;0,5880;39;76;78;AB1
ROD3642SKF;VKBA 3642;160840;24;20;14;0,01%;17;1,3590;131;137;73;BC1
ROD144SKF;BAH-0144 A;160850;2;1;1;0,00%;1;1,1060;57;94;96;CD9
ROD909SKF;VKBA 909;160900;18;16;11;0,00%;12;0,9970;84;111;111;CC1
ROD6655SKF;VKBC 6655;160904;11;11;8;0,00%;9;2,6670;145;145;145;CC1
ROD6656SKF;VKBC 6656;160907;5;5;3;0,00%;5;2,7420;145;145;145;CD2
ROD3583SKF;VKBA 3583;160910;37;34;17;0,01%;18;1,6240;131;137;73;BC1
ROD6767SKF2;VKBC 6767;160914;2;1;1;0,00%;1;1,3700;73;133;138;CD9
ROD3567SKF2;VKBC 3567;160916;2;1;1;0,00%;1;1,4700;73;133;138;CD9
ROD3583SKF2;VKBC 3583;160918;17;11;5;0,00%;8;1,5000;73;133;138;CC1
ROD3643SKF;VKBA 3643;160930;62;62;34;0,02%;23;3,5500;154;151;103;AB1
ROD3644SKF;VKBA 3644;160940;18;22;15;0,01%;13;2,3240;154;151;103;BC1
ROD3477SKF2;VKBA 3477;160950;12;11;9;0,01%;10;2,0030;131;137;73;CD1
ROD4106SKF3;BAF-4106 BA;160960;2;1;1;0,00%;1;1,9620;71;134;136;CD9
ROD3659SKF;VKBA 3659;160990;19;18;11;0,01%;13;1,8900;154;151;103;CD1
ROD3656SKF;VKBA 3656;160992;9;8;6;0,00%;5;2,0000;154;151;103;CC1
ROD4040SKF;BAF-4040 C;161030;2;5;4;0,00%;5;1,9670;91;144;146;CD2
ROD1125SKF2;BTF-1125 C;161040;43;42;27;0,01%;22;1,3530;60;124;126;BC1
ROD3660SKF;VKBA 3660;161050;81;71;47;0,03%;31;2,8560;153;153;143;BB1
ROD3676SKF;VKBA 3676;161060;59;48;32;0,01%;20;0,7300;84;111;111;BB1
ROD3661SKF;VKBA 3661;161120;16;13;9;0,01%;11;3,5200;153;153;173;BC1
ROD2280SKF;VKHB 2280;161270;2;2;2;0,00%;1;4,8980;68;195;195;OO9
ROD976SKF;VKBA 976;161330;2;2;1;0,00%;1;0,6340;64;95;97;CD9
ROD20212SKF2;VKBC 20212;161500;5.365;1872;316;0,29%;36;0,3690;43;55;57;AA1
ROD3525SKF3;VKBA 3525;161580;68;42;21;0,00%;18;0,5080;64;95;97;CC1
ROD445620SKF;BT2B 445620 BB;161600;967;420;111;0,07%;30;0,5167;39;76;78;AB1
ROD20006SKF;VKBC 20006;161600;246;110;58;0,01%;12;0,5277;59;84;86;BB1
ROD3040SKF2;BB1-3040 A;162200;133;112;17;0,01%;35;0,1768;23;76;78;BB1
ROD3302SKF3;BB1-3302;162350;22;11;7;0,00%;6;0,2090;22;65;67;OO9
ROD3302SKF4;BB1-3302 A;162350;69;35;22;0,00%;18;0,2085;32;55;57;CC1
ROD6714SKF;VKBA 6714;162380;1;3;2;0,00%;2;4,0290;153;153;173;CD2
ROD6721SKF;VKBA 6721;162394;6;4;4;0,00%;4;1,5690;154;151;103;CD1
ROD20032SKF;VKBC 20032;162394;2;1;1;0,00%;1;1,2650;67;94;96;CD9
ROD6715SKF;VKBA 6715;162420;1;1;1;0,00%;1;4,0010;153;153;173;OO9
ROD7492SKF;VKBA 7492;162440;2;3;2;0,00%;3;3,9900;153;153;173;CD2
ROD7659SKF;VKBA 7659;162475;1;1;1;0,00%;1;;;;;CD9
ROD7493SKF;VKBA 7493;162480;3;7;2;0,00%;4;4,0780;153;153;173;OO9
ROD7534SKF;VKBA 7534;162483;15;16;9;0,01%;11;1,6880;138;133;73;BC1
ROD7602SKF;VKBA 7602;162489;106;80;46;0,03%;26;3,1910;153;153;173;AB1
ROD7604SKF;VKBA 7604;162494;6;5;4;0,00%;5;3,3280;153;153;173;BD1
ROD7661SKF;VKBA 7661;162510;5;3;2;0,00%;3;3,3600;153;153;173;CD2
ROD6746SKF;VKBA 6746 XN;163000;840;422;142;0,12%;33;0,8500;88;1;48;AB1
ROD6766SKF;VKBA 6766;163005;22;16;7;0,00%;12;0,6640;84;111;111;CC1
ROD6799SKF;VKBA 6799;163010;56;34;24;0,01%;22;0,8860;84;111;111;CC1
ROD6767SKF;VKBA 6767;163015;63;53;31;0,01%;26;1,5230;131;137;73;BB1
ROD6789SKF;VKBA 6789;163035;12;9;8;0,00%;8;3,8940;153;153;173;BC1
ROD6722SKF;VKBA 6722;163060;14;8;6;0,00%;4;1,5250;154;151;103;CD1
ROD6726SKF;VKBA 6726;163062;66;34;22;0,01%;16;0,5732;84;111;111;BC1
ROD3569SKF;VKBA 3569;163130;51;40;25;0,01%;22;2,0750;154;151;103;BC1
ROD243739SKF;BA2B 243739 CA;163150;57;8;2;0,01%;8;0,3906;44;65;67;CD1
ROD20002SKF;VKBC 20002;163370;18;15;7;0,00%;10;0,5574;42;74;74;CC1
ROD6967SKF;VKBA 6967;163400;1;1;1;0,00%;1;0,7330;68;111;102;OO9
ROD41SKF2;BAH-0041 D/VK108;163430;17;12;9;0,00%;9;0,6136;44;84;86;CC1
ROD20024SKF;VKBC 20024;163430;2;2;1;0,00%;2;0,6160;64;95;97;CD9
ROD20090SKF;VKBC 20090;163440;308;175;86;0,02%;36;0,6210;64;95;97;BB1
ROD3300SKF;VKBA 3300;163650;;2;1;0,00%;1;1,9413;153;153;103;CD9
ROD20203SKF;VKBC 20203;163680;1;2;2;0,00%;2;3,5180;153;153;173;OO9
ROD3501SKF;VKBA 3501;163720;44;35;27;0,02%;22;1,3780;154;151;103;BC1
ROD6901SKF2;VKBA 6901;163740;133;101;60;0,04%;31;0,9440;154;151;103;AB1
ROD6900SKF;VKBA 6900 A;163760;874;471;165;0,14%;35;2,1200;50;170;170;AB1
ROD6780SKF;VKBA 6780;164450;20;12;4;0,01%;9;1,0060;111;111;84;BC1
ROD6720SKF;VKBA 6720;165360;168;107;53;0,03%;32;0,8550;84;111;111;AB1
ROD4219SKF;VKBC 4219;165360;8;6;5;0,00%;4;0,7750;45;82;82;CD1
ROD4290SKF;VKBC 4290;165380;1;1;1;0,00%;1;0,4400;55;75;75;CD9
ROD20048SKF;VKBC 20048;166230;18;15;8;0,00%;11;1,0030;59;84;86;CC1
ROD20106SKF;VKBC 20106;166340;224;124;50;0,02%;36;0,4530;49;76;78;AB1
ROD20057SKF;VKBC 20057;166400;24;19;14;0,00%;14;0,6860;64;95;97;CC1
ROD20058SKF;VKBC 20058;166404;4;4;3;0,00%;3;0,6130;49;76;78;CD2
ROD930420SKF;BR930420;166430;2;1;1;0,00%;1;11,4836;187;251;235;CD9
ROD930097SKF;BR930097;166470;3;3;2;0,00%;3;4,3590;164;180;160;CD9
ROD367563SKF;BLAB 367563 B;166560;5;4;3;0,00%;3;0,1861;26;55;57;CD2
ROD930546SKF;BR930546;166590;15;12;6;0,01%;7;11,3711;187;251;235;BC1
ROD320SKF2;320/28 X/Q;166600;21;13;10;0,00%;12;0,1448;23;55;57;CC1
ROD6544SKF;VKBA 6544;166660;88;63;26;0,01%;29;0,8550;84;111;111;BB1
ROD1222SKF4;BTH-1222 B;166664;131;94;49;0,01%;32;0,7300;59;84;86;BB1
ROD6549SKF;VKBA 6549;166675;40;25;19;0,01%;15;0,8660;84;111;111;CC1
ROD322SKF;322/28 BJ2/Q;166700;4;3;3;0,00%;3;0,2600;29;65;67;CD2
ROD930346SKF;CRA.BR930346;167090;;2;1;0,00%;1;;;;;OO9
ROD930344SKF;BR930344;167210;4;6;4;0,00%;4;0,2908;164;180;160;CD2
ROD930343SKF;BR930343;167220;4;6;5;0,00%;5;5,4622;181;225;210;CD2
ROD3532SKF;VKBA 3532;167250;70;42;16;0,01%;26;0,5490;111;111;84;BB1
ROD930341SKF;BR930341;167260;3;3;3;0,00%;3;4,8494;164;180;160;CD2
ROD20018SKF;BA2B 309609 AD;167270;17;4;3;0,00%;4;0,8210;54;84;86;CD2
ROD309609SKF;VKBC 20018;167270;606;117;36;0,13%;34;0,8200;64;95;97;AB1
ROD1206SKF7;BTH-1206 AB/VK210;167290;1.259;590;177;0,10%;36;0,3450;45;55;55;AB1
ROD930342SKF;BR930342;167340;1;1;1;0,00%;1;4,9872;164;180;160;OO9
ROD503SKF3;SY 503 M;168500;8;4;3;0,00%;4;0,3950;32;127;56;CD9
ROD213SKF25;TSN 213 A;168540;8;4;2;0,00%;4;0,1183;20;200;150;CD9
ROD213SKF3;ECOTSN213-75 2L;168560;10;1;1;0,00%;1;;;;;CD9
ROD218SKF2;ECOTSN218-90 2L;168562;16;1;1;0,00%;1;;;;;BD9
ROD504SKF9;SY 504 M;168600;485;59;37;0,01%;26;0,4390;32;127;64;BB1
ROD20SKF81;SY 20 TF;168640;155;24;13;0,01%;16;0,5970;49;78;140;BC1
ROD204SKF16;UCP 204;168640;15;1;1;0,00%;1;0,6640;47;76;136;CD9
ROD205PEE7;PER.CP205-HA;168700;73;30;23;0,00%;18;0,7160;145;75;51;CC1
ROD505SKF12;SY 505 M;168700;995;139;54;0,03%;34;0,5590;36;130;70;AB1
ROD504SKF10;SYF 504;168744;10;2;2;0,00%;2;0,3030;32;65;64;CD9
ROD505SKF13;SYF 505;168752;44;8;5;0,00%;6;0,3750;36;70;70;CD1
ROD506SKF15;SYF 506;168756;112;7;5;0,00%;7;0,7075;40;98;82;BD2
ROD25SKF80;SY 25 TF;168760;232;39;27;0,02%;26;0,7810;54;88;148;BC1
ROD205SKF18;UCP 205;168760;40;7;5;0,00%;4;0,8670;55;99;170;CD1
ROD25SKF79;SY 25 FM;168766;4;1;1;0,00%;1;0,7600;54;88;148;OO9
ROD25SKF82;SY 25 WF;168770;4;2;1;0,00%;2;0,7995;54;88;148;CD9
ROD206PEE5;PER.CP206-HA;168800;66;26;20;0,00%;19;1,1110;175;100;58;CC1
ROD506SKF14;SY 506 M;168800;712;132;50;0,02%;34;0,8040;40;152;82;AB1
ROD30SKF90;SY 30 TF;168810;345;62;29;0,03%;24;1,1370;57;101;174;AB1
ROD206SKF20;UCP 206;168810;235;27;11;0,01%;7;1,3550;55;99;170;BC1
ROD506SKF16;SYK 506;168840;15;5;2;0,00%;5;0,1968;40;159;82;CD2
ROD507SKF16;SYK 507;168845;6;1;1;0,00%;1;0,2462;45;164;93;CD9
ROD507SKF15;SYF 507;168852;;2;1;0,00%;2;0,9156;45;103;92;CD9
ROD30SKF92;SYF 30 TF;168870;18;3;2;0,00%;1;1,0380;64;104;106;CD2
ROD30SKF89;SY 30 FM;168880;12;1;1;0,00%;1;1,1610;57;101;174;CD9
ROD207PEE13;PER.CP207-HA;168900;26;12;8;0,00%;9;1,2200;175;100;58;CD1
ROD507SKF14;SY 507 M;168900;642;161;68;0,03%;35;1,0730;45;160;93;AB1
ROD35SKF62;SY 35 FM;168910;2;1;1;0,00%;1;1,5476;57;101;174;OO9
ROD35SKF63;SY 35 TF;168950;388;49;25;0,05%;25;1,5488;57;101;174;AC1
ROD207SKF23;UCP 207;168950;181;8;5;0,01%;7;1,6270;55;99;170;BC1
ROD508SKF12;SY 508 M;169000;598;132;58;0,03%;36;1,2830;48;175;99;AB1
ROD40SKF75;SY 40 TF;169030;178;50;26;0,02%;24;1,8800;63;107;184;BC1
ROD208SKF24;UCP 208;169030;17;4;4;0,00%;3;2,1860;68;119;191;CD1
ROD508SKF13;SYF 508;169070;10;2;1;0,00%;2;1,1122;48;116;98;CD9
ROD209PEE4;PER.CP209-HA;169100;46;18;14;0,00%;11;1,7980;195;115;63;CC1
ROD509SKF11;SY 509 M;169100;264;106;58;0,02%;34;1,4940;48;187;107;BB1
ROD45SKF31;SY 45 TF;169110;71;13;9;0,01%;9;2,2250;73;124;200;BD1
ROD209SKF17;UCP 209;169110;6;4;3;0,00%;4;2,4190;66;127;222;CD2
ROD1SKF24;SY 1.5/8 TF;169145;9;3;1;0,00%;3;2,2294;73;124;200;CD9
ROD510SKF7;SY 510 M;169200;728;156;64;0,04%;35;1,9485;54;203;114;AB1
ROD50SKF44;SY 50 TF;169210;165;37;20;0,03%;24;2,7410;71;132;231;AC1
ROD50SKF45;SY 50 TF/VA201;169210;1;1;1;0,00%;1;2,8500;66;122;214;CD9
ROD210SKF26;UCP 210;169210;44;5;4;0,00%;3;2,8910;66;127;222;BD1
ROD30SKF94;SYWK 30 YTH;169250;10;3;1;0,01%;3;0,5647;57;101;174;CD9
ROD506SKF17;SYWK 506 Y;169254;6;1;1;0,00%;1;0,2201;40;159;82;CD9
ROD511SKF10;SY 511 M;169300;330;97;48;0,03%;33;2,5700;60;219;125;AB1
ROD35SKF66;SYWK 35 YTH;169330;2;1;1;0,00%;1;0,7562;57;101;174;CD9
ROD20SKF3;FY 20 TF;169340;20;3;2;0,00%;3;0,5712;57;94;96;CD2
ROD55SKF15;SY 55 TF;169350;15;6;5;0,00%;5;3,6900;83;145;251;CD2
ROD211SKF22;UCP 211;169350;4;1;1;0,00%;1;3,9400;81;145;245;CD9
ROD55SKF16;SY 55 WF;169360;8;6;1;0,00%;6;3,9340;83;145;251;CD9
ROD512SKF8;SY 512 M;169370;218;78;31;0,02%;29;3,0130;60;240;137;AB1
ROD60SKF26;SY 60 TF;169390;114;19;9;0,02%;12;4,5290;81;157;274;AC1
ROD60SKF27;SY 60 TF/VA201;169390;3;1;1;0,00%;1;4,7340;83;145;251;BD9
ROD212SKF30;UCP 212;169390;13;5;4;0,00%;4;5,0400;80;156;261;CD1
ROD513SKF8;SY 513 M;169400;82;28;15;0,01%;17;3,8265;65;257;150;BC1
ROD65SKF9;SY 65 TF;169410;1;1;1;0,00%;1;5,7145;81;157;274;CD9
ROD514SKF2;SYJ 514;169420;19;10;3;0,00%;9;4,5490;83;160;285;CD1
ROD515SKF8;SYJ 515;169422;6;1;1;0,00%;1;5,5400;93;187;310;OO9
ROD75SKF7;SYJ 75 TF;169454;8;7;3;0,01%;3;7,7000;93;187;310;BD2
ROD516SKF6;SYJ 516;169470;6;5;3;0,00%;5;6,2050;93;187;310;CD2
ROD520SKF11;SYJ 520;169478;2;2;1;0,00%;2;12,6450;119;240;404;CD9
ROD507SKF7;FYC 507;169530;5;4;3;0,00%;4;1,1565;135;135;34;CD2
ROD508SKF5;FYC 508;169540;58;31;27;0,01%;21;1,3520;145;145;36;CC1
ROD509SKF6;FYC 509;169550;27;7;4;0,00%;6;2,0310;160;160;38;CD2
ROD510SKF4;FYC 510;169560;68;5;3;0,01%;3;2,2150;165;165;40;BD2
ROD40SKF9;FYC 40 TF;169600;6;1;1;0,00%;1;2,0080;70;157;161;OO9
ROD504SKF;FY 504 M;169690;242;29;13;0,01%;15;0,4130;86;86;29;BC1
ROD504SKF3;FYK 504;169691;3;3;1;0,00%;3;0,1270;86;86;30;CD9
ROD20SKF2;FY 20 FM;169695;20;1;1;0,00%;1;0,5950;57;94;96;OO9
ROD505SKF4;FY 505 M;169700;380;68;37;0,01%;30;0,5510;95;95;30;BB1
ROD505SKF7;FYK 505;169701;20;3;1;0,00%;2;0,1480;95;95;31;CD9
ROD25SKF3;FY 25 TF;169750;20;12;9;0,00%;9;0,7560;49;104;106;CD1
ROD205SKF16;UCF 205;169750;12;1;1;0,00%;1;0,6719;47;102;102;CD9
ROD506SKF4;FY 506 M;169800;727;166;65;0,03%;35;0,7540;108;108;32;AB1
ROD506SKF7;FYK 506;169801;34;4;2;0,00%;4;0,1937;108;108;33;CD2
ROD30SKF19;FYWK 30 YTH;169830;12;2;2;0,01%;2;0,5760;55;124;126;CD9
ROD506SKF11;FYWK 506 Y;169835;8;2;1;0,00%;2;0,2390;108;108;33;OO9
ROD30SKF5;FY 30 TF;169850;244;63;26;0,02%;30;1,1190;55;124;126;AB1
ROD206SKF18;UCF 206;169850;99;7;6;0,01%;6;0,9609;53;122;122;BD1
ROD30SKF6;FY 30 TF/VA201;169880;3;1;1;0,00%;1;1,1130;49;114;116;OO9
ROD507SKF6;FY 507 M;169900;639;149;75;0,03%;33;0,8969;118;118;34;AB1
ROD507SKF8;FYK 507;169901;4;2;1;0,00%;2;0,2500;118;118;35;CD9
ROD35SKF3;FY 35 TF;169950;227;51;30;0,02%;24;1,3800;55;124;126;BC1
ROD207SKF21;UCF 207;169950;35;4;3;0,00%;4;1,3393;53;122;122;CD2
ROD35SKF6;FYK 35 TR;169952;16;2;1;0,00%;2;0,7300;55;124;126;CD9
ROD35SKF4;FY 35 TF/VA201;169984;4;1;1;0,00%;1;1,3800;55;124;126;CD9
ROD508SKF4;FY 508 M;170000;863;183;80;0,04%;36;1,2410;130;130;38;AB1
ROD208PEE3;PER.F208-HT;170000;68;19;16;0,00%;12;1,2760;143;143;38;#N/D
ROD30SKF7;FYC 30 TF;170010;8;2;2;0,00%;2;1,3080;63;144;146;CD9
ROD35SKF5;FYC 35 TF;170030;5;1;1;0,00%;1;1,6248;63;144;146;CD9
ROD40SKF6;FY 40 TF;170050;211;58;30;0,03%;28;1,8490;63;144;146;AB1
ROD208SKF22;UCF 208;170050;15;7;6;0,00%;6;1,8046;61;142;142;CD1
ROD40SKF5;FY 40 FM;170060;3;1;1;0,00%;1;1,8930;63;144;146;CD9
ROD509SKF5;FY 509 M;170100;541;114;55;0,03%;33;1,3670;137;137;39;AB1
ROD209PEE3;PER.ASM-F-209-H;170100;45;25;16;0,00%;17;1,4260;143;143;38;CC1
ROD25SKF4;FYC 25 TF;170120;2;1;1;0,00%;1;0,9925;55;124;126;OO9
ROD45SKF3;FY 45 TF;170170;35;10;9;0,00%;9;2,0730;63;144;146;CD1
ROD209SKF16;UCF 209;170170;4;1;1;0,00%;1;2,0931;61;142;142;CD9
ROD510SKF3;FY 510 M;170200;494;131;59;0,03%;33;1,5760;143;143;43;AB1
ROD50SKF4;FY 50 FM;170240;4;2;1;0,00%;2;2,3150;70;157;161;CD9
ROD50SKF5;FY 50 TF;170250;108;38;20;0,01%;26;2,3350;70;157;161;BC1
ROD210SKF25;UCF 210;170250;14;5;3;0,00%;3;2,3610;65;152;152;CD2
ROD50SKF6;FY 50 TF/VA201;170270;8;2;2;0,00%;2;2,4430;70;157;161;OO9
ROD511SKF5;FY 511 M;170300;255;89;38;0,02%;31;2,3220;162;162;47;BB1
ROD55SKF3;FY 55 TF;170320;9;5;5;0,00%;5;3,5020;73;177;181;CD1
ROD512SKF6;FYC 512;170380;2;1;1;0,00%;1;3,5300;195;195;46;CD9
ROD512SKF5;FY 512 M;170400;286;96;46;0,03%;33;2,5980;175;175;52;AB1
ROD60SKF2;FY 60 TF;170410;47;17;13;0,01%;14;4,1040;83;187;191;BC1
ROD212SKF29;UCF 212;170410;125;6;4;0,02%;5;4,1883;78;182;182;AD1
ROD65SKF;FY 65 TF;170490;16;4;4;0,00%;4;5,0250;86;197;201;CD2
ROD513SKF4;FY 513 M;170500;32;12;7;0,00%;11;3,1510;187;187;52;CC1
ROD514SKF;FYJ 514;170510;54;30;12;0,01%;21;3,8500;85;205;212;BC1
ROD216SKF16;UCF 216;170540;3;2;2;0,00%;2;7,4400;85;215;215;CD2
ROD80SKF;FYJ 80 TF;170544;16;3;1;0,01%;2;6,9260;91;214;221;OO9
ROD518SKF5;FYJ 518;170570;14;11;3;0,00%;9;6,9000;105;245;252;CD2
ROD504SKF13;TU 504 M;170600;2;1;1;0,00%;1;0,7745;92;97;34;CD9
ROD515SKF5;FYJ 515;170620;12;10;5;0,00%;9;4,4650;85;205;212;CC1
ROD20SKF84;TU 20 TF;170630;6;1;1;0,00%;1;0,9262;48;97;111;CD9
ROD505SKF19;TU 505 M;170700;46;19;14;0,00%;15;0,6865;91;100;34;CC1
ROD25SKF85;TU 25 TF;170720;10;5;3;0,00%;5;0,8950;48;97;111;CD2
ROD506SKF21;TU 506 M;170800;91;29;17;0,01%;15;0,9510;104;114;37;BC1
ROD507SKF20;TU 507 M;170900;84;25;18;0,01%;16;1,1140;103;129;37;BC1
ROD507SKF21;TU 507 M + YEL 207 2F;170910;7;2;1;0,00%;2;;;;;OO9
PHG185SKF2;PHG B185;170930;1;1;1;0,00%;1;;;;;CD9
ROD35SKF67;TU 35 TF;170950;24;10;7;0,00%;9;1,5845;55;108;140;CD1
ROD508SKF19;TU 508 M;171000;100;23;14;0,01%;16;1,7400;115;145;49;BC1
ROD510SKF14;TUJ 510;171090;2;1;1;0,00%;1;1,8000;117;149;49;OO9
ROD509SKF20;TU 509 M;171100;105;25;11;0,01%;16;1,7510;117;144;49;BC1
ROD50SKF49;TU 50 TF;171190;31;12;9;0,01%;10;2,4600;67;122;160;BC1
ROD510SKF13;TU 510 M;171200;142;40;25;0,02%;25;1,6200;117;149;49;BC1
ROD511SKF18;TU 511 M;171210;45;18;9;0,01%;14;3,0600;146;171;64;CC1
ROD512SKF13;TUJ 512;171220;37;18;5;0,01%;12;3,1150;146;186;60;BC1
ROD55SKF22;TU 55 TF;171230;4;1;1;0,00%;1;4,0060;83;154;187;CD9
ROD503SKF2;FYTB 503 M;171290;15;6;4;0,00%;5;0,2492;57;98;26;CD1
ROD204SKF32;FL 204;171300;10;1;1;0,00%;1;;;;;CD9
ROD504SKF4;FYTB 504 M;171300;498;70;38;0,01%;29;0,2940;60;112;29;BB1
ROD20SKF7;FYTB 20 TF;171340;176;41;13;0,01%;23;0,4515;49;78;140;BC1
ROD204SKF15;UCFL 204;171340;22;3;3;0,00%;3;0,4390;39;67;134;CD2
ROD207SKF4;ECY 207;171360;5;1;1;0,00%;1;0,0174;81;81;27;CD9
ROD35SKF9;FYTB 35 TF;171360;25;10;7;0,00%;8;1,2380;57;101;174;CD1
ROD207SKF22;UCFL 207;171360;103;3;2;0,01%;3;1,1880;70;166;166;BD2
ROD50SKF50;TUJ 50 TF;171374;2;1;1;0,00%;1;2,6450;67;122;160;OO9
ROD505SKF8;FYTB 505 M;171400;354;96;54;0,01%;31;0,3980;70;124;30;BB1
ROD25SKF8;FYTB 25 FM;171420;8;1;1;0,00%;1;0,6073;49;78;140;CD9
ROD25SKF9;FYTB 25 TF;171450;212;43;23;0,01%;25;0,6070;49;78;140;BC1
ROD205SKF17;UCFL 205;171450;34;4;4;0,00%;4;0,6270;47;76;136;CD1
ROD30SKF15;FYTB 30 TF;171455;97;26;14;0,01%;16;0,8900;57;101;174;BC1
ROD506SKF8;FYTB 506 M;171500;570;102;52;0,02%;35;0,5690;83;141;32;BB1
ROD30SKF14;FYTB 30 FM;171510;4;1;1;0,00%;1;0,9055;57;101;174;OO9
ROD506SKF9;FYTBK 506;171520;45;7;3;0,00%;5;0,1537;83;142;33;CD1
ROD507SKF9;FYTB 507 M;171600;371;91;42;0,01%;32;0,7650;96;156;34;BB1
ROD508SKF7;FYTB 508 M;171700;402;73;42;0,02%;31;0,9920;102;171;38;BB1
ROD40SKF11;FYTB 40 TF;171750;43;15;5;0,01%;10;1,6135;63;107;184;CC1
ROD208SKF23;UCFL 208;171750;5;3;3;0,00%;2;1,5550;119;191;68;CD2
ROD509SKF8;FYTB 509 M;171800;61;21;14;0,00%;15;1,1690;111;178;39;CC1
ROD45SKF7;FYTB 45 TF;171802;;2;2;0,00%;2;1,8900;73;124;200;CD9
ROD50SKF8;FYTB 50 TF;171806;49;10;5;0,01%;8;2,1930;71;132;231;BC1
ROD507SKF12;FYTJ 507;171842;10;2;2;0,00%;1;0,8300;96;161;34;CD2
ROD50SKF7;FYC 50 TF;171880;114;4;2;0,02%;4;3,0250;73;177;181;CD9
ROD510SKF5;FYTB 510 M;171900;132;23;16;0,01%;16;1,3830;116;189;43;BC1
ROD210SKF22;TSN 210 A;172040;6;1;1;0,00%;1;0,0950;15;200;150;OO9
ROD210SKF3;ECOTSN210-50 2L;172050;16;1;1;0,00%;1;;;;;CD9
ROD212SKF26;TSN 212 A;172070;1;1;1;0,00%;1;0,1188;20;200;150;CD9
ROD212SKF28;ECOTSN212;172080;4;1;1;0,00%;1;;;;;OO9
ROD215SKF20;TSN 215 A;172110;4;2;2;0,00%;2;0,1303;20;200;150;CD9
ROD218SKF14;TSN 218 L;172150;5;3;3;0,00%;3;0,0644;15;200;150;CD2
ROD520SKF19;ECOTSN520-617-90 LV;172162;8;2;1;0,01%;2;;;;;BD9
ROD222SKF17;TSN 222 L;172210;16;7;1;0,00%;6;0,0756;35;200;150;OO9
ROD224SKF11;TSN 224 L;172220;6;1;1;0,00%;1;0,0782;35;200;150;CD9
ROD224SKF12;TSN 224 S;172222;2;1;1;0,00%;1;0,9312;36;174;176;CD9
ROD215SKF2;ECOTSN215-85 2L;172243;4;2;1;0,00%;2;;;;;OO9
ROD228SKF10;TSO 228;172252;2;1;1;0,01%;1;13,6800;294;294;317;BD9
ROD230SKF13;TSN 230 A;172270;6;1;1;0,00%;1;0,4260;35;250;220;CD9
ROD232SKF7;TSO 232;172275;;2;1;0,01%;2;17,3800;294;294;317;BD9
ROD230SKF15;TSN 230 L;172280;29;13;4;0,01%;9;0,0920;35;250;220;CD1
ROD47SKF9;PFT 47;172300;30;9;6;0,00%;9;0,9800;30;200;200;CD1
ROD52SKF12;PFT 52;172310;76;25;17;0,00%;18;1,0770;30;190;200;CC1
ROD510SKF15;ECOTSN510-608-40 2L HPU;172334;2;1;1;0,00%;1;;;;;CD9
ROD310SKF25;TSN 310 A;172360;11;5;3;0,00%;5;0,0820;15;200;150;CD2
ROD512SKF14;ECOTSN512-610-60 L NBR;172370;14;2;2;0,00%;2;;;;;CD9
ROD62SKF15;PFT 62;172400;15;6;4;0,00%;5;1,7800;25;250;240;CD2
ROD313SKF25;TSN 313 A;172410;18;4;3;0,00%;3;0,1188;20;200;150;CD2
ROD72SKF9;PFT 72;172500;43;13;7;0,00%;7;1,9840;40;250;270;CC1
ROD52SKF11;PFD 52;172520;42;16;14;0,00%;12;0,1210;81;93;18;CC1
ROD62SKF14;PFD 62;172530;48;17;14;0,00%;12;1,7500;50;240;250;CC1
ROD72SKF8;PFD 72;172540;28;17;15;0,00%;14;2,2300;50;240;260;CC1
ROD319SKF14;TSN 319 A;172550;2;1;1;0,00%;1;0,3431;35;200;150;CD9
ROD314SKF21;TSN 314 A;172610;11;4;1;0,00%;3;0,1283;20;200;150;OO9
ROD45SKF30;PF 45 TF;172640;10;1;1;0,00%;1;;;;;CD9
ROD3034SKF6;TSN 3034 S;172680;4;1;1;0,00%;1;3,6640;34;226;224;OO9
ROD3034SKF5;ECOTSN3034 G;172682;4;1;1;0,01%;1;;;;;OO9
ROD518SKF2;ECOTSN518-615-90 2L;172690;14;2;1;0,00%;2;;;;;CD9
ROD47SKF8;PF 47;172700;7;3;3;0,00%;3;1,6220;50;190;200;CD9
ROD52SKF10;PF 52;172800;99;27;18;0,00%;19;0,1790;95;95;18;CC1
ROD62SKF13;PF 62;172810;116;51;36;0,00%;27;2,9700;40;250;300;CC1
ROD72SKF7;PF 72;172830;130;64;34;0,00%;28;3,3800;50;240;240;CC1
ROD80SKF21;PF 80;172840;47;26;23;0,00%;17;3,4930;60;290;300;CC1
